ID,ファイル名,施設名,場所,イベント名,競技,ｲﾍﾞﾝﾄ内容,開催日,実施時間,申込方法,費用,対象,最寄駅,住所,電話,問い合わせ,ＵＲＬ,最近身体が痛いな…,身体の状態を知りたい!,やせたい!,きれいになりたい!,新感覚!?,みんなでワイワイ!,一人で参加OK!,若者には負けないぞ!,親子でエンジョイ!,子どもに運動を!,まずは体験!,習いたい!
117,スポーツセンター,浪速スポーツセンター,,体力測定会,体力・身体測定,体力測定会,10/9(祝),10:00~16:00,当日受付,無料,どなたでも,地下鉄「なんば」駅,浪速区難波中3-8-8,電話:06-6643-6444,浪速スポーツセンター電話:06-6643-6444,http://osakashi.opas.jp/genre/Table_tennis/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_spocen/index.html,1,1,,,,,1,,,,,
118,スポーツセンター,浪速屋内プール,,無料開放,水泳,無料開放,10/9(祝),9:00~20:30,当日会場へ,無料,どなたでも(小学4年生以下は保護者(16歳以上)同伴。また保護者1人につき子ども3人まで),地下鉄「なんば」駅,浪速区難波中3-8-8,電話:06-6643-6444,浪速スポーツセンター電話:06-6643-6444,http://osakashi.opas.jp/genre/swim/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_pool/index.html,,,,,,,1,,1,1,,
119,スポーツセンター,浪速屋内プール,,水泳記録会,水泳,25ｍ、50ｍ、100ｍタイムトライアル。,10/9(祝),12:30~13:30,当日受付・先着順,無料,どなたでも,地下鉄「なんば」駅,浪速区難波中3-8-8,電話:06-6643-6444,浪速スポーツセンター電話:06-6643-6444,http://osakashi.opas.jp/genre/swim/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_pool/index.html,,,1,,,,1,1,,,,
120,スポーツセンター,浪速屋内プール,,ウキウキアクアウォーク,水中エクササイズ,水中を歩く運動。,10/9(祝),11:00~11:30,,無料,,地下鉄「なんば」駅,浪速区難波中3-8-8,電話:06-6643-6444,浪速スポーツセンター電話:06-6643-6444,http://osakashi.opas.jp/genre/swim/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_pool/index.html,,,,1,,,1,1,,,,
121,スポーツセンター,浪速屋内プール,,楽しいアクアビクス,水中エクササイズ,水中で音楽に合わせて楽しく身体を動す運動。,10/9(祝),11:45~12:15,,無料,,地下鉄「なんば」駅,浪速区難波中3-8-8,電話:06-6643-6444,浪速スポーツセンター電話:06-6643-6444,http://osakashi.opas.jp/genre/swim/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_pool/index.html,,,,1,,,1,1,,,,
122,スポーツセンター,浪速スケートリンク,,無料開放※貸靴は有料,その他,無料開放※貸靴は有料,10/9(祝),10:00~19:00,当日会場へ,無料,どなたでも,地下鉄「なんば」駅,浪速区難波中3-8-8,電話:06-6643-6444,浪速スケートリンク電話:06-6643-6448,http://osakashi.opas.jp/genre/Table_tennis/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_spocen/index.html,,,,1,,,1,1,,,,
123,スポーツセンター,西淀川スポーツセンター,,卓球・バドミントン開放,卓球,卓球・バドミントン開放,10/9(祝),9:30~12:00/12:45~15:00/15:15~17:30,当日受付,無料,どなたでも,JR「御幣島」駅,西淀川区野里2-10-35,電話:06-6472-9200,西淀川スポーツセンター電話:06-6472-9200,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/nishiyodo_spocen/index.html,,,,,,1,1,1,,,,
124,スポーツセンター,西淀川スポーツセンター,,卓球・バドミントン開放,バドミントン,卓球・バドミントン開放,10/9(祝),9:30~12:00/12:45~15:00/15:15~17:30,当日受付,無料,どなたでも,JR「御幣島」駅,西淀川区野里2-10-35,電話:06-6472-9200,西淀川スポーツセンター電話:06-6472-9200,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/nishiyodo_spocen/index.html,,,,,,1,1,1,,,,
125,スポーツセンター,西淀川スポーツセンター,,硬式テニス開放,テニス,硬式テニス開放,10/9(祝),18:00~20:15,,無料,どなたでも,JR「御幣島」駅,西淀川区野里2-10-35,電話:06-6472-9200,西淀川スポーツセンター電話:06-6472-9200,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/nishiyodo_spocen/index.html,,,,,,1,1,1,,,,
126,スポーツセンター,淀川スポーツセンター,,心肺蘇生で助かる命をたすけよう！,その他,淀川消防署救急隊による指導救急入門コース胸部圧迫とAEDの使用を学ぶスポーツに伴うケガの応急処置,10/9(祝),10:30~12:20,当日受付・先着順,無料,小学4年生以上,地下鉄・JR「新大阪」駅,淀川区西宮原2-1-3,電話:06-6350-4555,淀川スポーツセンター電話:06-6350-4555,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/spocen/index.html,,,,,,,1,,,,1,1
127,スポーツセンター,淀川スポーツセンター,,キッズプレイルーム,その他,ボールやフープで遊ぶ(第2体育場),10/9(祝),14:00~16:10,なし,無料,幼児~小学校低学年,地下鉄・JR「新大阪」駅,淀川区西宮原2-1-3,電話:06-6350-4555,淀川スポーツセンター電話:06-6350-4555,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/spocen/index.html,,,,,,,1,,,1,,
128,スポーツセンター,淀川スポーツセンター,,バドミントン開放,バドミントン,左記記載(第1体育場),10/9(祝),9:00~10:30/10:40~12:10/13:30~15:00/15:10~16:40/3回(90分各回入れ替え制),当日受付・先着順,無料,どなたでも,地下鉄・JR「新大阪」駅,淀川区西宮原2-1-3,電話:06-6350-4555,淀川スポーツセンター電話:06-6350-4555,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/spocen/index.html,,,,,,1,1,1,,,,
129,スポーツセンター,淀川スポーツセンター,,卓球開放,卓球,左記記載(第2体育場),10/9(祝),9:00~10:30/10:40~12:10/2回(90分各回入れ替え制),当日受付・先着順,無料,どなたでも,地下鉄・JR「新大阪」駅,淀川区西宮原2-1-3,電話:06-6350-4555,淀川スポーツセンター電話:06-6350-4555,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/spocen/index.html,,,,,,1,1,1,,,,
130,スポーツセンター,淀川スポーツセンター,,チャレンジ！逆上がり大作戦,その他,逆上がりの指導(第2体育場),10/9(祝),14:00~15:00/15:10~16:10,当日受付(開始時間30分前受付開始)先着順1回50名,無料,小学生以上,地下鉄・JR「新大阪」駅,淀川区西宮原2-1-3,電話:06-6350-4555,淀川スポーツセンター電話:06-6350-4555,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/spocen/index.html,,,,,,,1,,,1,,
131,スポーツセンター,東淀川スポーツセンター,,バドミントン・卓球開放,卓球,バドミントン(第1体育場)卓球(第2体育場),10/9(祝),10:00~11:45/12:00~13:45/14:00~15:45/16:00~17:45/18:00~19:45,事前(電話・来館)・先着順1ヶ月前より受付開始,無料,どなたでも,阪急「淡路」駅,東淀川区東淡路1-4-21,電話:06-6321-7182,東淀川スポーツセンター電話:06-6321-7182,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/higashiyodo_spocen/index.html,,,,,,1,1,1,,,,
132,スポーツセンター,東淀川スポーツセンター,,バドミントン・卓球開放,バドミントン,バドミントン(第1体育場)卓球(第2体育場),10/9(祝),10:00~11:45/12:00~13:45/14:00~15:45/16:00~17:45/18:00~19:45,事前(電話・来館)・先着順1ヶ月前より受付開始,無料,どなたでも,阪急「淡路」駅,東淀川区東淡路1-4-21,電話:06-6321-7182,東淀川スポーツセンター電話:06-6321-7182,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/higashiyodo_spocen/index.html,,,,,,1,1,1,,,,
133,スポーツセンター,東淀川スポーツセンター,,キッズ体験教室,その他,1空手教室2逆上がりチャレンジ(10名)3マットチャレンジ4跳び箱チャレンジ,10/9(祝),1.10:00~12:00/2.13:00~14:00/3.14:15~15:15/4.15:30~16:30,,無料,15歳以上2年長~小23年長~小24年長~小2,阪急「淡路」駅,東淀川区東淡路1-4-21,電話:06-6321-7182,東淀川スポーツセンター電話:06-6321-7182,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/higashiyodo_spocen/index.html,,,,,,,,,,1,1,1
134,スポーツセンター,東淀川スポーツセンター,,キッズ体験教室,その他,1空手教室2逆上がりチャレンジ(10名)3マットチャレンジ4跳び箱チャレンジ,10/9(祝),1.10:00~12:00/2.13:00~14:00/3.14:15~15:15/4.15:30~16:30,,無料,15歳以上2年長~小23年長~小24年長~小2,阪急「淡路」駅,東淀川区東淡路1-4-21,電話:06-6321-7182,東淀川スポーツセンター電話:06-6321-7182,http://osakashi.opas.jp/genre/Table_tennis/hokubu_nishiyodogawaku_yodogawaku_higashiyodogawaku/higashiyodo_spocen/index.html,,,,,,,,,,1,1,1
135,スポーツセンター,東成スポーツセンター,,ニュースポーツ体験,ニュースポーツ,ソフトバレーボール/ソフトテニス/シャッフルボード/ボッチャ/クロリティ/フライングディスク/フリーグロー/卓球,10/9(祝),10:00~15:00,当日受付,無料,どなたでも,地下鉄「緑橋」駅,東成区東中本2-11-30,電話:06-6973-5166,東成区スポーツ推進委員協議会電話:080-5305-2907,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/higashinarisuportscenter/index.html,,,,,1,1,1,,,,1,
136,スポーツセンター,東成スポーツセンター,,ニュースポーツ体験,卓球,ソフトバレーボール/ソフトテニス/シャッフルボード/ボッチャ/クロリティ/フライングディスク/フリーグロー/卓球,10/9(祝),10:00~15:00,当日受付,無料,どなたでも,地下鉄「緑橋」駅,東成区東中本2-11-30,電話:06-6973-5166,東成区スポーツ推進委員協議会電話:080-5305-2907,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/higashinarisuportscenter/index.html,,,,,,,1,1,,,1,
137,スポーツセンター,東成スポーツセンター,,コアトレーニング＆アロマストレッチ体験,エクササイズ,1体幹とメタボ解消のプログラム。2アロマストレッチアロマの香りと音楽、体もほぐれるストレッチ,10/9(祝),1.13:00~13:30/2.13:30~14:00,当日受付先着順20名,無料,どなたでも,地下鉄「緑橋」駅,東成区東中本2-11-30,電話:06-6973-5166,東成スポーツセンター電話:06-6973-5166,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/higashinarisuportscenter/index.html,,,,1,,,1,,,,1,
138,スポーツセンター,生野スポーツセンター,,卓球・バトミントンの開放,卓球,バドミントン(第1体育場)卓球(第2体育場),10/9(祝),10:00~11:30/12:30~14:00/15:00~16:30/17:30~19:00,当日受付・抽選(各回開始20分前から受付、5分前受付終了),無料※申込人数により変更有,小学生以下は保護者同伴必要。1人申込不可、必ず2人申込の事。,市バス「大池橋」バス停,生野区巽西1-1-3,電話:06-6758-4500,生野スポーツセンター電話:06-6758-4500,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/ikunosportscenter/index.html,,,,,,,,1,1,1,,
139,スポーツセンター,生野スポーツセンター,,卓球・バトミントンの開放,バドミントン,バドミントン(第1体育場)卓球(第2体育場),10/9(祝),10:00~11:30/12:30~14:00/15:00~16:30/17:30~19:00,当日受付・抽選(各回開始20分前から受付、5分前受付終了),無料※申込人数により変更有,小学生以下は保護者同伴必要。1人申込不可、必ず2人申込の事。,市バス「大池橋」バス停,生野区巽西1-1-3,電話:06-6758-4500,生野スポーツセンター電話:06-6758-4500,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/ikunosportscenter/index.html,,,,,,1,,,1,1,,
140,スポーツセンター,旭スポーツセンター,,バドミントン開放,バドミントン,バドミントン開放,10/9(祝),9:30~11:15/13:00~14:45/15:15~17:00,当日受付,無料,どなたでも,地下鉄「関目高殿」駅,旭区高殿5-3-25,電話:06-6951-6575,旭スポーツセンター電話:06-6951-6575,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/asahisportscenter/index.html,,,,,,1,1,1,,,,
141,スポーツセンター,旭スポーツセンター,,卓球開放,卓球,卓球開放,10/9(祝),,,無料,,地下鉄「関目高殿」駅,旭区高殿5-3-25,電話:06-6951-6575,旭スポーツセンター電話:06-6951-6575,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/asahisportscenter/index.html,,,,,,1,1,1,,,,
142,スポーツセンター,旭スポーツセンター,,ヨガ教室,ヨガ,左記記載(多目的室),10/9(祝),10:00~11:00,事前電話予約25名(10/7締切),無料,16歳以上,地下鉄「関目高殿」駅,旭区高殿5-3-25,電話:06-6951-6575,旭スポーツセンター電話:06-6951-6575,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/asahisportscenter/index.html,,,,1,,,1,1,,,,
143,スポーツセンター,城東スポーツセンター,,バドミントン・卓球開放,卓球,バドミントン開放(第1体育場)卓球開放(第2体育場),10/9(祝),10:00~20:00,当日受付・先着順,無料,どなたでも,JR「京橋」駅,城東区鴫野西2-1-21,電話:06-6965-1391,城東ポーツセンター電話:06-6965-1391,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/jotosportscenter/index.html,,,,,,1,1,1,,,,
144,スポーツセンター,城東スポーツセンター,,バドミントン・卓球開放,バドミントン,バドミントン開放(第1体育場)卓球開放(第2体育場),10/9(祝),10:00~20:00,当日受付・先着順,無料,どなたでも,JR「京橋」駅,城東区鴫野西2-1-21,電話:06-6965-1391,城東ポーツセンター電話:06-6965-1391,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/jotosportscenter/index.html,,,,,,1,1,1,,,,
145,スポーツセンター,鶴見スポーツセンター,,バトミントン・卓球開放DAY,バドミントン,バトミントン・卓球開放DAY,10/9(祝),9:30~11:00/11:00~12:30,当日受付・先着順各回開始30分前より受付開始,無料,どなたでも,地下鉄「鶴見緑地」駅,鶴見区緑地公園内(元花博国際展示館「水の館」),電話:06-6315-2567,鶴見スポーツセンター電話:06-6315-2567,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/tsurumisportscenter/index.html,,,,,,1,1,1,,,,
146,スポーツセンター,鶴見スポーツセンター,,バトミントン・卓球開放DAY,卓球,バトミントン・卓球開放DAY,10/9(祝),9:30~11:00/11:00~12:30,当日受付・先着順各回開始30分前より受付開始,無料,どなたでも,地下鉄「鶴見緑地」駅,鶴見区緑地公園内(元花博国際展示館「水の館」),電話:06-6315-2567,鶴見スポーツセンター電話:06-6315-2567,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/tsurumisportscenter/index.html,,,,,,1,1,1,,,,
147,スポーツセンター,鶴見スポーツセンター,,大阪エヴェッサバスケットボール体験会,その他,大阪エヴェッサバスケットボール体験会,10/9(祝),13:00~14:00(低学年)14:10~15:10(高学年),事前電話予約(10/821:00締切),500円,小学生,地下鉄「鶴見緑地」駅,鶴見区緑地公園内(元花博国際展示館「水の館」),電話:06-6315-2567,鶴見スポーツセンター電話:06-6315-2567,http://osakashi.opas.jp/genre/Table_tennis/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/tsurumisportscenter/index.html,,,,,,,1,,,1,1,
148,スポーツセンター,阿倍野スポーツセンター,,バウンドテニス教室,ニュースポーツ,初心者向け。最後はゲーム形式で体験。,10/9(祝),9:30~16:00,事前(ハガキ)(9/30締切),500円,どなたでも,地下鉄「阿倍野」駅,阿倍野区3-10-1,電話:06-6647-0086,大阪府バウンドテニス協会電話:06-6903-3811,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/abenosc/index.html,,,,,1,1,1,,,,1,1
149,スポーツセンター,阿倍野スポーツセンター,,剣道一日体験教室,その他,剣道具を装着して基本から稽古。,10/9(祝),9:30~16:00,事前(往復はがき)・抽選30名(9/30締切),無料,小学3年生以上,地下鉄「阿倍野」駅,阿倍野区3-10-1,電話:06-6647-0086,阿倍野区剣道協会電話:090-9975-6896,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/abenosc/index.html,,,,,,,1,,,1,1,1
150,スポーツセンター,阿倍野スポーツセンター,,あなたに似合うスポーツウェアのカラー診断,その他,自分に似合う色のウェアを見つけてもらい、スポーツを始めるきっかけ、スポーツを更に楽しむためのカラー診断。,10/9(祝),10:00~15:00,事前(電話・来館)・先着順(10/7締切),無料,16歳以上,地下鉄「阿倍野」駅,阿倍野区3-10-1,電話:06-6647-0086,阿倍野スポーツセンター電話:06-6647-0086,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/abenosc/index.html,,,,,1,,1,,,,1,
151,スポーツセンター,阿倍野スポーツセンター,,スポーツ吹矢,その他,ゲーム感覚で楽しむ。スポーツ吹矢式呼吸法で健康を維持。,10/9(祝),10:00~11:30,当日受付,100円,小学生以上,地下鉄「阿倍野」駅,阿倍野区3-10-1,電話:06-6647-0086,阿倍野スポーツセンター電話:06-6647-0086,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/abenosc/index.html,,,,,1,,1,,,1,,
152,スポーツセンター,住之江スポーツセンター,,ニュースポーツ体験,ニュースポーツ,カローリング、ペタンク、スリータッチ、フリーテニス、ストラックアウト等,10/9(祝),10:00~15:00,当日受付・先着順,無料,どなたでも,地下鉄「北加賀屋」駅,住之江区北加賀屋5-3-47,電話:06-6686-4172,住之江スポーツセンター電話:06-6686-4172,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/suminoesc/index.html,,,,,1,1,1,,,,1,
153,スポーツセンター,住之江スポーツセンター,,卓球開放,卓球,卓球開放,10/9(祝),16:00~17:45/18:00~19:45,当日受付・先着順,無料,どなたでも,地下鉄「北加賀屋」駅,住之江区北加賀屋5-3-47,電話:06-6686-4172,住之江スポーツセンター電話:06-6686-4172,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/suminoesc/index.html,,,,,,1,1,1,,,,
154,スポーツセンター,住之江屋内プール,,無料開放,水泳,無料開放,10/9(祝),9:00~20:30,当日会場へ,無料,どなたでも(小学4年生以下は保護者(16歳以上)同伴。また保護者1人につき子ども3人まで),地下鉄「北加賀屋」駅,住之江区北加賀屋5-3-47,電話:06-6686-4163,住之江区北加賀屋5-3-47電話:06-6686-4163,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/suminoeop/index.html,,,,,,,1,,1,1,,
155,スポーツセンター,住之江屋内プール,,モーニング体操,体操,泳ぐ前の準備運動。,10/9(祝),9:00~,当日会場へ,無料,どなたでも,地下鉄「北加賀屋」駅,住之江区北加賀屋5-3-47,電話:06-6686-4163,住之江区北加賀屋5-3-47電話:06-6686-4163,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/suminoeop/index.html,1,,,,,,1,1,,,,
156,スポーツセンター,住之江屋内プール,,アクアビクス,水中エクササイズ,水中で音楽に合わせて楽しく身体を動かす運動。,10/9(祝),10:30~11:00,当日会場へ,無料,どなたでも,地下鉄「北加賀屋」駅,住之江区北加賀屋5-3-47,電話:06-6686-4163,住之江区北加賀屋5-3-47電話:06-6686-4163,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/suminoeop/index.html,,,,1,,,1,1,,,,
157,スポーツセンター,住之江屋内プール,,水泳チェック,水泳,泳ぎのフォームチェック。,10/9(祝),12:30~13:00,当日会場へ先着順20名,無料,中学生以上,地下鉄「北加賀屋」駅,住之江区北加賀屋5-3-47,電話:06-6686-4163,住之江区北加賀屋5-3-47電話:06-6686-4163,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/suminoeop/index.html,,,1,,,,1,1,,,,
158,スポーツセンター,住之江屋内プール,,タイムチェック,水泳,25ｍの記録計測。,10/9(祝),13:30~14:00,当日会場へ先着順15名,無料,25m泳げる方,地下鉄「北加賀屋」駅,住之江区北加賀屋5-3-47,電話:06-6686-4163,住之江区北加賀屋5-3-47電話:06-6686-4163,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/suminoeop/index.html,,,1,,,,1,1,,,,
159,スポーツセンター,住吉スポーツセンター,,なぎなた教室,その他,初心者向けの教室。,10/9(祝),10:00~16:00,事前(往復はがき)・ＦＡＸ抽選(10/1締切),無料,小学生以上(小学生は保護者同伴),地下鉄「あびこ」駅,住吉区浅香1-8-15,電話:06-6694-9201,大阪市なぎなた連盟電話・FAX:06-6691-4595,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/sumiyoshispc/index.html,,,,,,,1,,1,1,,1
160,スポーツセンター,東住吉スポーツセンター,,バドミントン無料開放デー,バドミントン,左記記載(第1体育場),10/9(祝),10:00~11:45/16:00~17:45/18:00~19:45,当日受付・先着順(各開始時間の30分前より受付開始),無料,どなたでも,地下鉄「あびこ」駅,東住吉区公園南矢田4-30-3,電話:06-6694-4580,東住吉スポーツセンター電話:06-6694-4580,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/higashisumiyoshi_spocen/index.html,,,,,,1,1,1,,,,
161,スポーツセンター,東住吉スポーツセンター,,卓球無料開放デー,卓球,左記記載(第2体育場),10/9(祝),10:00~11:45/12:00~13:45/14:00~15:45/16:00~17:45,,無料,,地下鉄「あびこ」駅,東住吉区公園南矢田4-30-3,電話:06-6694-4580,東住吉スポーツセンター電話:06-6694-4580,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/higashisumiyoshi_spocen/index.html,,,,,,1,1,1,,,,
162,スポーツセンター,東住吉スポーツセンター,,バドミントン特別教室,バドミントン,ミズノの講師による特別教室(第1体育場),10/9(祝),13:00~15:00,事前受付(9/49:30から受付開始)先着順50名まで,1000円,16歳以上,地下鉄「あびこ」駅,東住吉区公園南矢田4-30-3,電話:06-6694-4580,東住吉スポーツセンター電話:06-6694-4580,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/higashisumiyoshi_spocen/index.html,,,,,,1,1,,,,,1
163,スポーツセンター,東住吉スポーツセンター,,多目的室1ストレッチ系健康運動体操2YOGA教室3コアダンス,体操,1ストレッチ系の健康運動体操。2ヨガの教室。3ラテン音楽にあわせて踊りながら健康づくり。,10/9(祝),1.10:30~11:30/2.13:30~14:30/3.16:30~17:50,事前受付(9/49:30から受付開始)先着順20名まで,500円,20歳以上女性,地下鉄「あびこ」駅,東住吉区公園南矢田4-30-3,電話:06-6694-4580,東住吉スポーツセンター電話:06-6694-4580,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/higashisumiyoshi_spocen/index.html,1,,,,,,1,,,,,1
164,スポーツセンター,東住吉スポーツセンター,,多目的室1ストレッチ系健康運動体操2YOGA教室3コアダンス,ヨガ,1ストレッチ系の健康運動体操。2ヨガの教室。3ラテン音楽にあわせて踊りながら健康づくり。,10/9(祝),1.10:30~11:30/2.13:30~14:30/3.16:30~17:50,事前受付(9/49:30から受付開始)先着順20名まで,500円,20歳以上女性,地下鉄「あびこ」駅,東住吉区公園南矢田4-30-3,電話:06-6694-4580,東住吉スポーツセンター電話:06-6694-4580,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/higashisumiyoshi_spocen/index.html,,,,1,,,1,1,,,,1
165,スポーツセンター,東住吉スポーツセンター,,多目的室1ストレッチ系健康運動体操2YOGA教室3コアダンス,エクササイズ,1ストレッチ系の健康運動体操。2ヨガの教室。3ラテン音楽にあわせて踊りながら健康づくり。,10/9(祝),1.10:30~11:30/2.13:30~14:30/3.16:30~17:50,事前受付(9/49:30から受付開始)先着順20名まで,500円,20歳以上女性,地下鉄「あびこ」駅,東住吉区公園南矢田4-30-3,電話:06-6694-4580,東住吉スポーツセンター電話:06-6694-4580,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/higashisumiyoshi_spocen/index.html,,,,1,,,1,,,,,1
166,スポーツセンター,平野スポーツセンター,,卓球・バドミントン開放,卓球,卓球・バドミントン開放,10/9(祝),10:00~11:45/12:00~13:45/14:00~15:45/16:00~17:45/18:00~19:45,当日受付,無料,どなたでも,地下鉄「平野」駅,平野区平野南4-6-1,電話:06-6709-1255,平野スポーツセンター電話:06-6709-1255,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/spocen/index.html,,,,,,1,1,1,,,,
167,スポーツセンター,平野スポーツセンター,,卓球・バドミントン開放,バドミントン,卓球・バドミントン開放,10/9(祝),10:00~11:45/12:00~13:45/14:00~15:45/16:00~17:45/18:00~19:45,当日受付,無料,どなたでも,地下鉄「平野」駅,平野区平野南4-6-1,電話:06-6709-1255,平野スポーツセンター電話:06-6709-1255,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/spocen/index.html,,,,,,1,1,1,,,,
168,スポーツセンター,平野スポーツセンター,,簡単ひきしめトレーニング,エクササイズ,エアロビクスに筋力トレーニングを合わせた運動。,10/9(祝),10:00~10:30/13:00~13:30,,無料,16歳以上,地下鉄「平野」駅,平野区平野南4-6-1,電話:06-6709-1255,平野スポーツセンター電話:06-6709-1255,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/spocen/index.html,,,,1,,,1,1,,,,
